DRUGid,code,name,unit,alias,py,wb,isClassical,SPETid,illustration,createDay,optrid,state
fe883d61-329e-4c03-ba50-6faa7d9c5365,1991,甘遂,克, ,gs,au,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
b4409bec-f765-4a11-8ee4-0dba6d319ac7,1992,花蕊石,克, ,hrs,aad,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
f4ecb5a1-add0-48fd-b820-0ce45b85c84a,1993,天浆壳,克, ,tjk,guf,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
c8bf2af4-6800-48e2-a785-262e74d2d35a,1994,大风子,克, ,dfz,dmb,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
335365ab-9128-4567-a257-f01cc04e771d,1995,云母石,克, ,yms,fxd,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
f5dcf72b-4600-457e-bb5f-4cd645692f25,1996,片姜黄,克, ,pjh,tua,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
5ec7211a-3573-4211-b708-819e9170cb31,1997,厚朴花,克, ,hph,dsa,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
29bd376d-285a-4d4c-9d50-d2a08591acbc,1998,浮小麦,克, ,fxm,iig,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
386285ea-acac-4b4e-b2f3-b7eaab2c8793,1999,青礞石,克, ,qms,gdd,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
8b2faabf-528e-476c-beb5-4489d31e3fbc,2000,广姜黄,克, ,gjh,yua,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
2a7a2717-ad52-4c69-8b58-3d77b066dd4e,2001,娑罗子,克, ,slz,ilb,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
5926626c-d8df-4e0f-8c1a-803212e4d35b,2002,阳起石,克, ,yqs,bfd,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
15d00251-5ee7-40d5-b57e-e9891dc345f5,2003,佛手花,克, ,fsh,wra,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
3eb034dd-9bcd-4142-b3b4-6c85cf0ba820,2004,草河车,克, ,chc,ail,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
2ef50166-b2bd-41af-ba03-8c40aa1315bd,2005,预知子,克, ,yzz,ctb,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
8f36af53-577c-41c3-8e1e-c5049210d437,2006,鹅管石,克, ,egs,ttd,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
8ccf8929-49fb-47f3-8d10-0e614bb5881d,2007,旋复花,克, ,xfh,yta,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
71aeff3b-cab1-487b-ab51-4c17a28052b8,2008,玄精石,克, ,xjs,yod,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
c8c74c4c-6fd3-4e92-b4a4-cb97fa9cd2e4,2009,甘松,克, ,gs,as,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
30660343-8f32-45ad-b1b0-0c2cbfb4e57a,2010,莲字芯,克, ,lzx,apa,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
a81b1517-b643-4575-a0ef-7107476f04a0,2011,钟乳石,克, ,zrs,qed,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
64b359d2-b300-4f2e-a170-9e371087f570,2012,芦根,克, ,lg,as,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
95857305-280b-4d53-8144-28ac85910870,2013,扁豆花,克, ,bdh,yga,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
76292aa6-0625-42b6-9a5b-1102a3847b25,2075,桔红,克, ,jh,sx,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
99bd1cec-d3f9-4735-88e6-d30c18d16728,2076,火麻仁,克, ,hmr,oyw,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
b264af95-005d-4c62-87f6-731156c31b0a,2077,六一散,克, ,lys,uga,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
6388147f-ecbe-48fe-91b5-7b7dd0c63e56,2078,闹羊花,克, ,nyh,uua,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
b2bfe629-37b8-433d-bc71-ff21b968f44f,2079,吴茱萸,克, ,wzy,kaa,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
1fbfe403-e629-4e42-b62a-ab73fd81212a,2080,青皮,克, ,qp,gh,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
05c4b401-3975-4a21-8045-0ad8b2c4adc2,2081,月季花,克, ,yjh,yjh,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
69563053-3a4e-42ab-9120-736ec60e2a66,2082,失笑散,克, ,sxs,rta,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
c50b2899-9aee-484d-a02d-94a90b321b9a,2083,山茱萸,克, ,szy,maa,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
0a9290a7-247f-44ec-8cdb-ad4559761630,2084,木瓜,克, ,mg,sr,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
59feb70a-845b-4c77-9d95-b60cf8b0fe69,2085,秫米,克, ,sm,to,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
12f023d7-9216-4be1-88ea-8c4b7d330d30,2086,碧玉散,克, ,bys,gga,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
aeaafc29-98d7-4b92-8271-b67232a58dde,2087,柿蒂,克, ,sd,sa,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
041ee5b5-faac-459b-91fd-411313bceb65,2089,益智仁,克, ,yzr,utw,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
81e0ed6f-42bf-4d92-be0a-03e8660a8c81,2090,木蝴蝶,克, ,mhd,sjj,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
44082b79-d889-4369-a7fa-5834ed45f563,2091,墓头回,克, ,mth,aul,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
f3a96955-71ea-4934-be91-04b1906f94c7,2092,藕节,克, ,oj,aa,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
ef52f87e-a7bc-435e-a34d-0803d11830e9,2093,草果仁,克, ,cgr,ajw,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
840a5d39-2b70-4f11-9c95-2a6488008a9b,2094,大皂角,克, ,dzj,drq,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
cc2b88ed-6f80-4fb9-9433-10638a904548,2095,煅石膏,克, ,dsg,ody,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
fae36882-c019-4324-a8af-6a619c21e3df,2096,藕节炭,克, ,ojt,aam,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
816d2409-c290-4b64-ba4c-dccbc2cd6dff,2097,白蒺藜,克, ,bjl,raa,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
06c2a6ba-edbc-4178-bc94-1d9f43264462,2098,漏芦,克, ,ll,ia,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
c7b3fc90-54ca-4821-97f6-dc4e69d19957,2099,油松节,克, ,ysj,isa,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
7b46c21c-e33a-45d1-bdaf-21f471345039,2100,路路通,克, ,llt,kkc,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
39210b39-d4b9-4173-a35b-d530c9e91d68,2101,枫斗,克, ,fd,su,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
0a492069-2950-4ab4-bda8-856b0c9a4ce7,2102,野蔷薇花,克, ,yqwh,jaaa,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
b59145e8-c854-4a72-9694-580d63709951,2103,千年健,克, ,qnj,trw,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
100065ce-2de5-4c91-8d63-86eb4ec73ae0,2104,草豆蔻,克, ,cdk,aga,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
32985d5c-d11d-4660-9f81-50e340d11833,2105,西红花,克, ,xhh,sxa,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
cfcd95d3-e315-4758-abc5-14158cf8830b,2106,白豆蔻,克, ,bdk,rga,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
b17f393b-5cfc-4838-8dac-a3cc7a3d45f8,2107,贯众,克, ,gz,xw,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
29882080-997a-425f-b15d-e7e5ee4cfc1a,2108,肉果,克, ,rg,mj,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
cc933bd7-a73c-402f-9895-61152a291301,2109,羚羊角粉,克, ,lyjf,uuqo,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
054b1396-efb0-4f6e-81e5-6a654dc22fc2,2110,丝通草,克, ,stc,xca,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
e5d6cc06-c79a-4cb6-8a7c-70e3f3b6ed29,2111,佛手,克, ,fs,wr,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
dd5d8e77-27e9-4193-96a0-f097aba813bd,2112,贯众炭,克, ,gzt,xwm,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
53d488a6-6b3d-4a15-b0bc-06e468971670,2114,石榴皮,克, ,slp,dsh,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
a7276be0-e0a5-4d6a-b560-f722a45b72ac,2115,仙茅,克, ,xm,wa,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
6d74bf8a-fda4-4d4b-ba49-bbd18e763c21,2116,紫河车粉,克, ,zhcf,hilo,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
4c84e8a2-bc68-44f3-a276-f5ab2d244aba,2117,谷芽,克, ,gy,wa,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
24bf24ac-cc16-43d6-9868-8ebe23fcee3d,2118,玉米须,克, ,ymx,e,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
7039740b-c401-4434-bd97-53f0b96b7ce0,2119,麦牙,克, ,my,ga,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
49493a4c-c6e6-4dc5-b199-a73d379802fe,2120,薤白,克, ,xb,ar,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
41903b99-12a6-449b-a50b-7dd662bd961d,2121,鬼箭羽,克, ,gjy,run,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
961c5cb5-679b-47da-ade4-db589c790fb8,2122,虫草,克, ,cc,ja,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
2b933436-3e6f-422a-9196-3ccc9eab1df1,2123,山慈姑,克, ,scg,muv,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
bcb0fc32-e43e-43cf-811e-89ce363e07fc,2124,阿胶,克, ,aj,be,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
953df419-a55f-471a-b3a7-71d9ab419956,2125,夏枯草,克, ,xkc,dsa,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
d5051d55-91f7-4c2e-a7f6-a076ee2499f9,2127,商陆,克, ,sl,ub,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
6b966435-be44-4dce-8172-62e3877af61c,2128,皂角刺,克, ,zjc,rqg,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
f6557179-cd08-4626-8f9d-5231f3427524,2129,红大戟,克, ,hdj,xdf,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
9b6a98e1-bd03-4843-a5f1-3f129f18a13b,2130,鹿角胶,克, ,ljj,yqe,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
77539e4c-ece7-4bed-8cae-cb80d72f346e,2131,生蒲黄,克, ,sph,taa,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
22f4d793-55f2-4de6-98c5-5f3787b81952,2132,白扁豆衣,克, ,bbdy,mha,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
6a24522f-07b5-4062-8591-6657a9dbd0f0,2133,钩藤,克, ,gt,qa,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
9ecbc956-8d41-4a7b-b2b3-e9a61494cae8,2134,天葵子,克, ,tkz,gab,1, ,,2008-03-25 01:42:59.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
ecf674d0-2ce0-46ec-b728-f81d5bb00113,2191,槟榔,克, ,bl,ss,1, ,,2008-03-25 01:43:00.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
cb103bf1-4c3e-47a7-8d42-2126a2cdc2a2,3820,肉豆蔻,克, ,rdk,mga,1, ,,2008-03-25 01:43:00.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
d33bcd9c-7680-425f-94d0-2cc0fdb2530e,3824,炒谷芽,克, ,cgy,owa,1, ,,2008-03-25 01:43:00.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
1876ffa0-aa76-47a3-bf39-95da417fc7ca,3827,夜交藤,克, ,yjt,yua,1, ,,2008-03-25 01:43:00.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
1c53a743-064c-40c4-8f0b-ab4abfb69dda,3831,焦山查,克, ,jsc,wms,1, ,,2008-03-25 01:43:00.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
4a2c54fb-0085-4c45-9ebe-344e9cd340e8,3832,党参,克, ,ds,ic,1, ,,2008-03-25 01:43:00.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
9d7e8beb-5e2b-45ee-93c3-f8528848afb5,3833,大枣,克, ,dz,dg,1, ,,2008-03-25 01:43:00.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
f8e66d48-71aa-42fa-9f94-bf9ea7656139,3839,生苡仁,克, ,syr,taw,1, ,,2008-03-25 01:43:00.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
d1b99f49-c290-4a26-a1ae-d6ef67a4634d,3849,玉蝴蝶,克, ,yhd,gjj,1, ,,2008-03-25 01:43:00.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
7774420e-7a31-486c-9a4e-d0f121f8e3d1,3855,全瓜蒌,克, ,qgl,wra,1, ,,2008-03-25 01:43:00.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
3d099559-c4f0-4e2c-92a9-d98402ddc3c1,3856,杞子,克, ,qz,sb,1, ,,2008-03-25 01:43:00.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
dd16858c-77ca-418d-85ea-9e1e3074ec5d,3857,白花蛇舌草,克, ,bhssc,rajta,1, ,,2008-03-25 01:43:00.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
6b81aced-6410-4362-b121-35194e8b61a1,3863,宣木瓜,克, ,xmg,psr,1, ,,2008-03-25 01:43:00.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
adf22d6a-10bc-447c-b6f6-a75e1a491149,3866,栀子,克, ,zz,sb,1, ,,2008-03-25 01:43:00.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
11f9476b-47d6-4cad-9214-2bb3cfae5205,3870,橘络,克, ,jl,sx,1, ,,2008-03-25 01:43:00.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
5d5190ea-84a0-4da6-8cb8-c16114425b8d,3872,炒青皮,克, ,cqp,ogh,1, ,,2008-03-25 01:43:00.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
f905b3c5-29e8-4b67-a9d3-af25a1b911ce,3873,苏子,克, ,sz,ab,1, ,,2008-03-25 01:43:00.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
33f02d71-f8ee-4307-bec3-f9da80cf5cd9,3874,朱灯心,克, ,zdx,ron,1, ,,2008-03-25 01:43:00.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
981cf134-6508-4d31-93f9-06b9b9fd9caa,3875,黑白丑,克, ,hbc,lrn,1, ,,2008-03-25 01:43:00.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
3d6a47d9-af52-4d4e-92db-f4444f660d4e,3877,橘红,克, ,jh,sx,1, ,,2008-03-25 01:43:00.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
b0e497db-d9d5-4d7c-aac2-102d870000fb,3882,南沙参,克, ,nss,fic,1, ,,2008-03-25 01:43:00.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
a2328423-dc53-46c6-966d-859eca8e74fc,3886,苦参,克, ,ks,ac,1, ,,2008-03-25 01:43:00.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
dbbe66ec-e879-458e-9f15-e3dbab3510a6,3889,甘草,克, ,gc,aa,1, ,,2008-03-25 01:43:00.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
5ceb27b8-fdff-468e-a179-46f30bbfeea8,3892,当归,克, ,dg,ij,1, ,,2008-03-25 01:43:00.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
c01421e2-ab45-4614-8fd3-3887425a7f7e,3894,石韦,克, ,sw,df,1, ,,2008-03-25 01:43:00.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
f0f93f01-8a56-4555-93ab-e164412ccb0d,3897,川芎,克, ,cx,ka,1, ,,2008-03-25 01:43:00.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
471fb952-aaaa-4a9b-a1c4-a0b9362db0f2,3900,王不留行,克, ,wblx,ggqt,1, ,,2008-03-25 01:43:00.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
04591887-1627-4c30-915b-d55c4a173289,3906,紫花地丁,克, ,zhdd,hafs,1, ,,2008-03-25 01:43:00.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
04f85a5a-97b5-443d-aea3-167ddd0252a9,3910,藏青果,克, ,zqg,agj,1, ,,2008-03-25 01:43:00.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
f9e3831d-28af-4f01-b260-2541da70aa08,3914,炒莱菔子,克, ,clfz,oaab,1, ,,2008-03-25 01:43:00.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
0c067ee2-2fe8-476d-aa95-a3002c363189,3915,积雪草,克, ,jxc,tfa,1, ,,2008-03-25 01:43:00.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
7997a4e2-61ce-4e17-8c68-92a157c58672,3917,炒苡仁,克, ,cyr,oaw,1, ,,2008-03-25 01:43:00.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
31b7e244-f045-4c85-9a86-6abc4f9fcc7b,3918,琵琶叶,克, ,ppy,ggk,1, ,,2008-03-25 01:43:00.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
17138457-7b5d-479e-8cbd-822d99a05c1d,3920,熟地黄,克, ,sdh,yfa,1, ,,2008-03-25 01:43:00.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
1b827e11-9927-4b67-8b56-ba653dae996b,3925,大青叶,克, ,dqy,dgk,1, ,,2008-03-25 01:43:00.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
8ed0335a-b347-4145-b7bb-42c3d25625d2,3928,肉苁蓉,克, ,rcr,maa,1, ,,2008-03-25 01:43:00.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
4a065be8-37a6-4d23-b90f-f650cbe6dab2,3929,生侧柏叶,克, ,scb,tws,1, ,,2008-03-25 01:43:00.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
80569925-c24a-4fc9-aa9a-b5c3494283c5,3930,昆布,克, ,kb,jd,1, ,,2008-03-25 01:43:00.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
946da8ae-35d0-4068-951d-12872ba6de61,3932,生黄芪,克, ,shq,taa,1, ,,2008-03-25 01:43:00.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
9f4c928a-4544-41c0-9347-3f1b3aa4d92c,3933,旋覆花,克, ,xfh,ysa,1, ,,2008-03-25 01:43:00.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
ad8ef18c-07a8-495f-9fce-37f2285fa98c,3934,大蓟,克, ,dj,da,1, ,,2008-03-25 01:43:00.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
eee52400-4bc9-4c15-ae90-aa317cb68349,3935,黄连,克, ,hl,al,1, ,,2008-03-25 01:43:00.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
3931937b-281e-4f60-ba90-d35d5efe6a54,3936,灵芝,克, ,lz,va,1, ,,2008-03-25 01:43:00.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
39add517-c993-4c3f-a5ab-d827c4f3439f,3939,小蓟,克, ,xj,ia,1, ,,2008-03-25 01:43:00.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
3b34c519-7055-44fc-b25f-b76692c75d72,3940,生黄芩,克, ,shq,taa,1, ,,2008-03-25 01:43:00.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
5d5fe3c7-3e02-4938-badc-6854506c87b3,3941,生麻黄,克, ,smh,tya,1, ,,2008-03-25 01:43:00.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
96c47908-b4e3-49a9-9c6a-e16c9d4c50ab,3944,麦冬,克, ,md,gt,1, ,,2008-03-25 01:43:00.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
86f3a5c3-7e8e-4295-a2c6-d7fb7fb6eeb5,3945,侧柏炭,克, ,cbt,wsm,1, ,,2008-03-25 01:43:00.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
f738fadc-0e1c-4f19-ae3a-515e2d3c56dc,3948,川贝母,克, ,cb,km,1, ,,2008-03-25 01:43:00.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
17891a8f-9f20-41e0-806a-91c25003a4b9,3952,功劳草,克, ,glc,aaa,1, ,,2008-03-25 01:43:00.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
78df24c1-1ec2-4ce8-87e7-807575ce8355,3953,炙龟板,克, ,zgb,qqs,1, ,,2008-03-25 01:43:00.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
22a98fad-29c9-4662-9396-d1908009079f,3954,浙贝母,克, ,zbm,imx,1, ,,2008-03-25 01:43:00.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
3acce7e6-6649-4f01-bd72-36999bf06ec6,3956,半支莲,克, ,bzl,ufa,1, ,,2008-03-25 01:43:00.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
7c2f7d4f-1ea2-415b-b980-ea8e4b4e5e81,3958,炙鳖甲,克, ,zbj,qul,1, ,,2008-03-25 01:43:00.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
4e8fde11-d729-43e5-834a-98bfd3a19748,3964,炒白术,克, ,cbs,ors,1, ,,2008-03-25 01:43:00.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
ae2d1e25-d5f6-4088-b4e6-2774679944de,3965,绞股蓝,克, ,jgl,xea,1, ,,2008-03-25 01:43:00.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
c371347d-e6d4-43df-9532-c53d27ad3cc4,3966,橘叶,克, ,jy,sk,1, ,,2008-03-25 01:43:00.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
3dc5cd40-73ce-48bc-ab1a-2db461b4e3ed,3969,苏梗,克, ,sg,as,1, ,,2008-03-25 01:43:00.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
e016f300-63d3-4f47-b35e-130a73224f56,3971,仙灵脾,克, ,xlp,wve,1, ,,2008-03-25 01:43:00.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
9c05f95d-164b-497d-8d0d-26b64288f127,3973,炒白芍,克, ,cbs,ora,1, ,,2008-03-25 01:43:00.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
17b0ca3c-6c83-4d2b-9dd8-fe42c9d35774,3974,生艾叶,克, ,say,tak,1, ,,2008-03-25 01:43:00.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
39e8913c-bbaa-4d47-b161-5054c6f9f6e2,3978,生牡蛎,克, ,sml,ttj,1, ,,2008-03-25 01:43:00.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
42ba3d57-ddd2-45e3-8d71-945a431366d4,3980,鬼针草,克, ,gzc,rqa,1, ,,2008-03-25 01:43:00.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
78baf310-5908-4a09-aa8c-d30f56a1f34e,3984,白芷,克, ,bz,ra,1, ,,2008-03-25 01:43:00.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
4234b857-3c5e-4b57-8c01-9ffdbc0db270,3990,白头翁,克, ,btw,ruw,1, ,,2008-03-25 01:43:00.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
67e3f538-e02d-4083-9242-be07c250fe93,3991,梅花,克, ,mh,sa,1, ,,2008-03-25 01:43:00.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
7e0304ea-3d3f-4a58-b05b-4a03cf07b4f3,3994,白芨粉,克, ,bjf,rao,1, ,,2008-03-25 01:43:00.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
d8de1df0-2020-4c62-94df-cc89d493ca2e,4003,怀牛膝,克, ,hnx,nre,1, ,,2008-03-25 01:43:00.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
681648fb-e28a-4082-bd55-1cfa8fbd1bb4,4004,槐花,克, ,hh,sa,1, ,,2008-03-25 01:43:00.000,c6543358-354b-4986-a06f-bd61b0cde15d,3
